qname	SC5314	target2
orf19.3661	C1_02040C_A	
orf19.3663.1	C1_02060W_A	
orf19.3666	C1_02090C_A	
orf19.3667	C1_02100W_A	
orf19.3671	C1_02140C_A	
orf19.3673	C1_02160W_A	
orf19.3677	C1_02200C_A	
orf19.3678	C1_02210W_A	
orf19.3679	C1_02220C_A	
orf19.3681	C1_02240W_A	
orf19.3684	C1_02270C_A	
orf19.3686	C1_02290C_A	
orf19.3687	C1_02300W_A	
orf19.3688	C1_02310C_A	
orf19.3689	C1_02320C_A	
orf19.3690.2	C1_02330C_A	
orf19.3694	C1_02370C_A	
orf19.3695	C7_02690C_A	
orf19.3697	C7_02670W_A	
orf19.3698	C7_02660C_A	
orf19.3701	C7_02630W_A	
orf19.3704	CR_07750C_A	
orf19.3704.1	CR_07760W_A	
orf19.3706	CR_07780W_A	
orf19.371	C4_00050W_A	
orf19.3711	CR_07820W_A	
orf19.3712	CR_07830C_A	
orf19.3713	CR_07840C_A	
orf19.3714	CR_07850W_A	
orf19.3719	CR_02480W_A	
orf19.372	C4_00060W_A	
orf19.3720	CR_02460W_A	
orf19.3721	CR_02440W_A	
orf19.3722	CR_02430C_A	
orf19.3724	CR_02420W_A	
orf19.3726	CR_02410W_A	
orf19.3728	CR_02390W_A	
orf19.3730	CR_02380C_A	
orf19.3735	CR_02340W_A	
orf19.3737	CR_02300C_A	
orf19.374	C4_00070C_A	
orf19.3742	CR_02270C_A	
orf19.3743	CR_02260C_A	
orf19.3748	CR_02230W_A	
orf19.3751	CR_02210W_A	
orf19.3755	C1_12610W_A	
orf19.3758	C1_12580W_A	
orf19.3759	C1_12570C_A	
orf19.376	C4_00080C_A	
orf19.3762	C1_12540W_A	
orf19.3763	C1_12530C_A	
orf19.3769	C4_05080C_A	
orf19.3774.1	C4_05040W_A	
orf19.3778	C4_05010W_A	
orf19.3780	C4_05000W_A	
orf19.3781	C4_04990C_A	
orf19.3782	C4_04980W_A	
orf19.3782.2	C4_04970C_A	
orf19.3783	C4_04950W_A	
orf19.3784	C4_04940W_A	
orf19.3785	C4_04930C_A	
orf19.3787	C4_04920W_A	
orf19.3792	C4_04870C_A	
orf19.3793	C4_04860W_A	
orf19.3797	C4_04820C_A	
orf19.3798	C4_04810C_A	
orf19.3799	C4_04800W_A	
orf19.3804	C4_04760C_A	
orf19.3806	C4_04750W_A	
orf19.3810	C4_04720W_A	
orf19.3813	C4_04670C_A	
orf19.3815	C4_04660C_A	
orf19.3817	C4_04650W_A	
orf19.3819	C4_04630C_A	
orf19.3820	C4_04620C_A	
orf19.3821	C4_04600C_A	
orf19.3826	C4_04560C_A	
orf19.3828	C4_04540C_A	
orf19.3831	C4_04520W_A	
orf19.3833	C4_04510W_A	
orf19.3836	C4_04500C_A	
orf19.384	C1_08390C_A	
orf19.3840	C4_04460C_A	
orf19.3843	C4_04440W_A	
orf19.3848	CR_06010W_A	
orf19.3851	CR_06020W_A	
orf19.3852	CR_06030C_A	
orf19.3854	CR_06040W_A	
orf19.3858	CR_06060W_A	
orf19.3859	CR_06070W_A	
orf19.3862	CR_06090W_A	
orf19.3863	CR_06100C_A	
orf19.3868	CR_06130C_A	
orf19.3869	CR_06140W_A	
orf19.3872	CR_06170W_A	
orf19.3874	CR_06230W_A	
orf19.3877	CR_06250W_A	
orf19.3878	CR_06260W_A	
orf19.3879	CR_06270W_A	
orf19.3881	CR_06290C_A	
orf19.3885	CR_06310W_A	
orf19.3886	CR_06320C_A	
orf19.3887	CR_06330C_A	
orf19.3888.2	CR_06350C_A	
orf19.389	C1_08440C_A	
orf19.3894	C5_04120C_A	
orf19.3897	C5_04140W_A	
orf19.3898	C5_04150C_A	
orf19.3900	C5_04170W_A	
orf19.3901	C5_04180W_A	
orf19.3907	C5_04240C_A	
orf19.3910	C5_04260W_A	
orf19.3914	C5_04290C_A	
orf19.3915	C5_04300C_A	
orf19.3916	C5_04310W_A	
orf19.3919	C5_04320C_A	
orf19.3919.1	C5_04330W_A	
orf19.392	C1_08470W_A	
orf19.3920	C5_04340W_A	
orf19.3921	C5_04350C_A	
orf19.3922	C5_04360C_A	
orf19.3924	C5_04380C_A	
orf19.3925	C5_04390C_A	
orf19.3928	C5_04410C_A	
orf19.3929	C5_04420W_A	
orf19.3931.1	C5_04450C_A	
orf19.3931.2	C5_04460C_A	
orf19.3932	C5_04470C_A	
orf19.3932.1	C5_04480C_A	
orf19.3935	C5_04500W_A	
orf19.3938	C5_04530W_A	
orf19.3939	C5_04550W_A	
orf19.394	C1_08490W_A	
orf19.3940	C5_04540C_A	
orf19.3942	C5_04580C_A	
orf19.3945	C5_04610W_A	
orf19.3946	C5_04620C_A	
orf19.3947	C5_04630W_A	
orf19.3949	C5_04640C_A	
orf19.3954.1	C5_04690C_A	
orf19.3956	C5_04710W_A	
orf19.3957	C5_04720C_A	
orf19.3963	C5_04770W_A	
orf19.3965	C5_04790C_A	
orf19.3968	C5_04820W_A	
orf19.397	C1_08520C_A	
orf19.3970	C5_04840C_A	
orf19.3971	C5_04850W_A	
orf19.3972	C5_04860C_A	
orf19.3973	C5_04870W_A	
orf19.3976	C5_04890C_A	
orf19.3977	C5_04900C_A	
orf19.3978	C5_04910W_A	
orf19.398	C1_08530W_A	
orf19.3980	C5_04920C_A	
orf19.3982	C5_04940W_A	
orf19.3983	C5_04950C_A	
orf19.3984	C5_04960W_A	
orf19.3988	C5_04980W_A	
orf19.399	C1_08540C_A	
orf19.3990	C5_04990W_A	
orf19.3991	C5_05000C_A	
orf19.3992	C5_05010W_A	
orf19.3994	C5_05020C_A	
orf19.3996	C5_05040W_A	
orf19.3998	C5_05060C_A	
orf19.3999	C5_05070W_A	
orf19.4001	C5_05090W_A	
orf19.4005	C5_05130C_A	
orf19.4006	C5_05140W_A	
orf19.4007	C5_05150C_A	
orf19.4011	C5_05180W_A	
orf19.4013	C5_05200C_A	
orf19.4014	C5_05210W_A	
orf19.4016	C5_05230C_A	
orf19.4017	C5_05240C_A	
orf19.4018	C5_05250C_A	
orf19.4021	C5_05270C_A	
orf19.4029	C5_05340W_A	
orf19.4030	C5_05350W_A	
orf19.4031	C5_05360C_A	
orf19.4043	C5_05440C_A	
orf19.4046	C5_05460C_A	
orf19.4055	C5_05510C_A	
orf19.4057	C1_05130W_A	
orf19.4059	C1_05120W_A	
orf19.4061	C1_05100W_A	
orf19.4066	C2_09070C_A	
orf19.4068	C2_09100C_A	
orf19.4069	C2_09110C_A	
orf19.4070	C2_09120C_A	
orf19.4078	C2_09160W_A	
orf19.4080	C2_09180W_A	
orf19.4081	C2_09210W_A	
orf19.4085	C2_09240C_A	
orf19.4086	C2_09250W_A	
orf19.409	C1_08610C_A	
orf19.4090	C2_09280C_A	
orf19.4090.1	C2_09290W_A	
orf19.4092	C2_09310C_A	
orf19.4094	C2_09330C_A	
orf19.4095	C2_09340W_A	
orf19.4097	C2_09360W_A	
orf19.4101	C2_06160W_A	
orf19.4104	C2_06140C_A	
orf19.4106	C2_06120C_A	
orf19.4107	C2_06110W_A	
orf19.411	C1_05540C_A	
orf19.4110	C2_06090W_A	
orf19.4112	C2_06080C_A	
orf19.4115	C2_06060C_A	
orf19.4116	C2_06040C_A	
orf19.4117	C2_06030W_A	
orf19.4121	C2_05990C_A	
orf19.4122	C2_05980C_A	
orf19.4123	C2_04870C_A	
orf19.4127	C2_04850C_A	
orf19.4128	C2_04830W_A	
orf19.413	C1_05520W_A	
orf19.4131	C5_01410C_A	
orf19.4132	C5_01420W_A	
orf19.4133	C5_01430C_A	
orf19.4134	C5_01440C_A	
orf19.4142	C5_01470C_A	
orf19.4144	C5_01490C_A	
orf19.4148	C5_01530C_A	
orf19.4149	C5_01550C_A	
orf19.4149.1	C5_01540W_A	
orf19.415	C1_05490C_A	
orf19.4150	C5_01560C_A	
orf19.4153	C5_01590W_A	
orf19.4159	C4_00820W_A	
orf19.416	C1_05480C_A	
orf19.4160	C4_00810C_A	
orf19.4161	C4_00800W_A	
orf19.4163	C4_00780C_A	
orf19.4164	C4_00770C_A	
orf19.4167	C4_00750C_A	
orf19.4168	C4_00740W_A	
orf19.4169	C4_00730C_A	
orf19.4171	C4_00710W_A	
orf19.4172	C4_00700C_A	
orf19.4173	C4_00690C_A	
orf19.4174	C4_00680W_A	
orf19.4176	C4_00660W_A	
orf19.4179	C4_00640W_A	
orf19.4182	C4_00610W_A	
orf19.4184	C4_00590C_A	
orf19.4185	C4_00580W_A	
orf19.4189	C4_00530C_A	
orf19.419	C1_05440C_A	
orf19.4191.1	C4_00500W_A	
orf19.4192.1	C6_00680C_A	
orf19.4193	C6_00660C_A	
orf19.4194	C6_00640C_A	
orf19.4195	C6_00630W_A	
orf19.4196	C6_00610C_A	
orf19.420	C1_05450W_A	
orf19.4200	C6_00580W_A	
orf19.4203	C6_00560W_A	
orf19.4204	C6_00550W_A	
orf19.4205.1	C6_00530C_A	
orf19.4206	C6_00540W_A	
orf19.4207	C6_00520W_A	
orf19.4209	C6_00500C_A	
orf19.4210	C6_00490W_A	
orf19.4214	C6_00450C_A	
orf19.4216	C5_02110W_A	
orf19.4217	C5_02130W_A	
orf19.4220	C5_02140C_A	
orf19.4225.1	C5_02190C_A	
orf19.4227	C5_02200W_A	
orf19.4228	C5_02210W_A	
orf19.4229	C5_02220C_A	
orf19.423	C1_05420W_A	
orf19.4230	C5_02230W_A	
orf19.4234	C5_02280C_A	
orf19.4239	C5_02310C_A	
orf19.4240	C5_02320C_A	
orf19.4241	C5_02330W_A	
orf19.4243	C5_02350C_A	
orf19.4244	C5_02360C_A	
orf19.4245	C5_02370C_A	
orf19.4246	C5_02380W_A	
orf19.4247	C5_02390C_A	
orf19.4248	C5_02400W_A	
orf19.425	C1_05400C_A	
orf19.4250	C5_02410C_A	
orf19.4252	C5_02440C_A	
orf19.4253	C5_02450W_A	
orf19.4258	C5_02480W_A	
orf19.426	C1_05390C_A	
orf19.4262	C5_02500C_A	
orf19.4263	C5_02510C_A	
orf19.4264	C5_02520W_A	
orf19.4269	C5_02560C_A	
orf19.427	C1_05380C_A	
orf19.4271	C5_02580W_A	
orf19.4273	C5_02590C_A	
orf19.4278	C5_02620C_A	
orf19.428	C1_05370C_A	
orf19.4280	C5_02640W_A	
orf19.4283	C5_02660C_A	
orf19.4286	C5_02680W_A	
orf19.4287	C5_02690W_A	
orf19.429	C1_05360C_A	
orf19.4293	C5_02730C_A	
orf19.4294	C5_02740W_A	
orf19.4295	C5_02750C_A	
orf19.4301	C5_02780W_A	
orf19.4305	C5_02800C_A	
orf19.4305.1	C5_02810W_A	
orf19.4306	C5_02820C_A	
orf19.4307	C5_02830W_A	
orf19.4310	C5_02870C_A	
orf19.4312	C5_02900W_A	
orf19.4316	C5_02920W_A	
orf19.432	C1_05330C_A	
orf19.4320	C5_02950C_A	
orf19.4321	C5_02960C_A	
orf19.4323	C5_02980C_A	
orf19.4324	C5_02990W_A	
orf19.4325	C5_03000C_A	
orf19.4326	C5_03010W_A	
orf19.433	C1_05320C_A	
orf19.4330	C5_03030W_A	
orf19.4332	C5_03040W_A	
orf19.4337	C5_03080C_A	
orf19.4340	C5_03100C_A	
orf19.4340.1	C5_03110C_A	
orf19.4341	C5_03120W_A	
orf19.4346	C5_03140C_A	
orf19.4347	C5_03150W_A	
orf19.4349	C5_03170C_A	
orf19.4355	CR_03840C_A	
orf19.4357	CR_03860C_A	
orf19.4358	CR_03870W_A	
orf19.4362	CR_03640C_A	
orf19.4365	CR_03660C_A	
orf19.4366	CR_03670W_A	
orf19.4368	CR_03690W_A	
orf19.4369	CR_03700C_A	
orf19.4370	CR_03710C_A	
orf19.4372	CR_03730C_A	
orf19.4373	CR_03740C_A	
orf19.4375	CR_03760W_A	
orf19.4376	CR_03780C_A	
orf19.438	C1_05280W_A	
orf19.4380.1	CR_03620C_A	
orf19.4382	CR_03600C_A	
orf19.4383	CR_03590C_A	
orf19.4384.1	CR_03580C_A	
orf19.4388	CR_03460W_A	
orf19.439	C1_05270C_A	
orf19.4390	CR_03470W_A	
orf19.4391	CR_03480W_A	
orf19.4394	CR_03510W_A	
orf19.4395	CR_03520C_A	
orf19.4396	CR_03530W_A	
orf19.4398	CR_03540W_A	
orf19.4400	CR_03560W_A	
orf19.4407	C4_05970W_A	
orf19.4409	C4_05980C_A	
orf19.4412	C4_06020C_A	
orf19.4414	C4_06040W_A	
orf19.4418.1	C4_06080W_A	
orf19.442	C1_05250W_A	
orf19.4420	C4_06090C_A	
orf19.4423	C1_07440W_A	
orf19.4428	C1_07400C_A	
orf19.443	C1_05230W_A	
orf19.4430	C1_07390W_A	
orf19.4435	C1_07360W_A	
orf19.4437	C1_07340W_A	
orf19.4439	C1_07290W_A	
orf19.4439.1	C1_07280C_A	
orf19.444	C1_05220C_A	
orf19.4441	C1_07260C_A	
orf19.4445	C1_07220W_A	
orf19.4446	C1_07210C_A	
orf19.445	C1_05210C_A	
orf19.4450.1	C1_07160C_A	
orf19.4450.2	C1_07150W_A	
orf19.4455	C1_07130C_A	
orf19.4459	C1_03870C_A	
orf19.446	C1_05200C_A	
orf19.446.1	C1_05190C_A	
orf19.446.2	C1_05180C_A	
orf19.4461	C1_03880C_A	
orf19.4463	C1_03890W_A	
orf19.4465	C1_03910C_A	
orf19.4466	C1_03920C_A	
orf19.4467	C1_03930W_A	
orf19.4468	C1_03940W_A	
orf19.4470	C1_03950C_A	
orf19.4471	C1_03960C_A	
orf19.4472	C1_03970W_A	
orf19.4474	C1_03990W_A	
orf19.4476	C1_04010C_A	
orf19.4478	C1_04030W_A	
orf19.4479	C1_04040C_A	
orf19.4488	C2_04620W_A	
orf19.449	C1_05160C_A	
orf19.4492	C2_04570W_A	
orf19.4498	C2_04520C_A	
orf19.450	C1_05150C_A	
orf19.4502	C2_04500W_A	
orf19.4503	C2_04490W_A	
orf19.4504	C2_04480W_A	
orf19.4507	C2_04450W_A	
orf19.4508	C2_04440W_A	
orf19.4509	C2_04430W_A	
orf19.4511	C2_04410W_A	
orf19.4513	C2_04400W_A	
orf19.4515	C2_04390W_A	
orf19.4516	C2_04380C_A	
orf19.4517	C2_04370W_A	
orf19.4518	C2_04360W_A	
orf19.4520	C2_04340C_A	
orf19.4521	C2_04330C_A	
orf19.4522	C1_02030C_A	
orf19.4523	C1_02020W_A	
orf19.4525	C1_02000W_A	
orf19.4528	C1_01950C_A	
orf19.4528.1	C1_01970W_A	
orf19.4529	C1_01940C_A	
orf19.4530.1	C1_01930W_A	
orf19.4532	C1_01910W_A	
orf19.4533	C1_01900C_A	
orf19.4534	C1_01890C_A	
orf19.4537	C1_01860W_A	
orf19.4538	C1_01850C_A	
orf19.4539	C1_01840C_A	
orf19.4542	C1_01820C_A	
orf19.4544	C1_01800W_A	
orf19.4550	C1_01750W_A	
orf19.4553	C6_04140C_A	
orf19.4557	C6_04120C_A	
orf19.4563	C4_02260C_A	
orf19.4566	C4_02240C_A	
orf19.4567	C4_02230C_A	
orf19.4569	C4_02210W_A	
orf19.457	CR_05980W_A	
orf19.4570	C4_02200C_A	
orf19.4571	C4_02190C_A	
orf19.4574	C4_02170C_A	
orf19.4575	C4_02160C_A	
orf19.4577	C4_02150C_A	
orf19.458	CR_05970C_A	
orf19.458.1	CR_05960W_A	
orf19.4580	C4_02110W_A	
orf19.4582	C4_02090C_A	
orf19.4583	C4_02080W_A	
orf19.4589	C4_02040W_A	
orf19.4593.1	C4_01990W_A	
orf19.4595	C4_01970W_A	
orf19.4596	C4_01960C_A	
orf19.4597	C4_01950W_A	
orf19.4600	C4_01930C_A	
orf19.4601	C4_01910W_A	
orf19.4607	C4_01860C_A	
orf19.4609	C4_01840C_A	
orf19.4610	C4_01830C_A	
orf19.4611	C4_01820C_A	
orf19.4612	C4_01800W_A	
orf19.4614	C4_01790W_A	
orf19.4615	C4_01780C_A	
orf19.4617	C4_01760W_A	
orf19.4621	C4_01730C_A	
orf19.4622	C4_01720C_A	
orf19.4623	C4_01710C_A	
orf19.4626	C4_01670C_A	
orf19.4627	C4_01660W_A	
orf19.4628	C4_01650C_A	
orf19.4629	C4_01560C_A	
orf19.4633	C4_01510W_A	
orf19.4634	C4_01500W_A	
orf19.4636	C4_01480C_A	
orf19.4637	C4_01470W_A	
orf19.4639	C4_01460C_A	
orf19.4642	C4_01430C_A	
orf19.4643	C4_01420W_A	
orf19.4652	C4_01350W_A	
orf19.4653	C4_01340W_A	
orf19.4654	C4_01330W_A	
orf19.4656	C4_01310W_A	
orf19.4657	C4_01300W_A	
orf19.4658	C4_01290W_A	
orf19.4659	C4_01280C_A	
orf19.4665	C4_01240C_A	
orf19.4666	C4_01230C_A	
orf19.4668	C4_01220C_A	
orf19.4672	C4_01180W_A	
orf19.4676	C4_01140C_A	
orf19.4677	C4_01130C_A	
orf19.4678	C4_01120C_A	
orf19.4680	C4_01090C_A	
orf19.4685	C4_01030W_A	
orf19.4686	C4_01020C_A	
orf19.4690	C4_00990W_A	
orf19.4699	C4_00950C_A	
orf19.4701	C4_00940W_A	
orf19.4702	C4_00920C_A	
orf19.4703	C4_00910C_A	
orf19.4705	C4_00880W_A	
orf19.4706	C4_00860C_A	
orf19.4707	C4_00850C_A	
orf19.4711	C4_00840W_A	
orf19.4713	C1_07780W_A	
orf19.4715	C4_06130W_A	
orf19.4721	C1_08630W_A	
orf19.4724	C1_08660C_A	
orf19.4726	C1_08680C_A	
orf19.4727	C1_08690W_A	
orf19.4728	C1_08700W_A	
orf19.4730	C1_08710W_A	
orf19.4731	C1_08730W_A	
orf19.4734	C1_08760W_A	
orf19.4735	C1_08770W_A	
orf19.4736	C1_08780W_A	
orf19.4738	C1_08800W_A	
orf19.474	CR_03930C_A	
orf19.4740	C1_08820C_A	
orf19.4741	C1_08830C_A	
orf19.4742	C1_08840W_A	
orf19.4744	C1_08860C_A	
orf19.4748	C1_08890C_A	
orf19.4749	C1_08900W_A	
orf19.475	CR_03940W_A	
orf19.4750	C1_08910C_A	
orf19.4751	C1_08920W_A	
orf19.4751.1	C1_08930C_A	
orf19.4756	C1_09000W_A	
orf19.4758	C1_09020W_A	
orf19.4760	C1_09040C_A	
orf19.4763	C1_09060C_A	
orf19.4764	C1_09070W_A	
orf19.4768	C1_09110W_A	
orf19.477	CR_03950W_A	
orf19.4779	C1_09210C_A	
orf19.478	CR_03960C_A	
orf19.4780	C1_09220W_A	
orf19.4783	C1_09240C_A	
orf19.4787	C1_09280W_A	
orf19.4789	C1_09300C_A	
orf19.4791	C1_09310C_A	
orf19.4792	C1_09320C_A	
orf19.4793	C1_09330W_A	
orf19.4795	C1_09340C_A	
orf19.4796	C1_09350W_A	
orf19.4798	C1_09360C_A	
orf19.480	CR_03980W_A	
orf19.4801	C1_09390W_A	
orf19.4803	C1_09410W_A	
orf19.4805	C1_09430W_A	
orf19.4807	C1_09440W_A	
orf19.4811	C1_09470C_A	
orf19.4814	C1_09500W_A	
orf19.4816	C1_09520C_A	
orf19.4818	C1_09540W_A	
orf19.4819	C1_09550W_A	
orf19.4820	C1_09570W_A	
orf19.4824	C1_09610W_A	
orf19.4825	C1_09620C_A	
orf19.4828	C1_09650W_A	
orf19.4830	C1_09670C_A	
orf19.4834	C1_09700W_A	
orf19.4835	C1_09710C_A	
orf19.4837.1	C1_09740C_A	
orf19.4839	C1_09750W_A	
orf19.4842	C1_09770W_A	
orf19.4843	C1_09780C_A	
orf19.4844	C1_09790C_A	
orf19.4846	C1_09810W_A	
orf19.4847	C1_09820C_A	
orf19.4849	C1_09840C_A	
orf19.485	CR_04020C_A	
orf19.4850	C1_09850C_A	
orf19.4857	C1_09910C_A	
orf19.4861	C1_09930W_A	
orf19.4861.1	C1_09940W_A	
orf19.4862	C1_09950C_A	
orf19.4864	C1_09980C_A	
orf19.4872	C1_10050W_A	
orf19.4873	C1_10060C_A	
orf19.4875	C1_10080W_A	
orf19.4878	C1_10090C_A	
orf19.4880	C1_10110W_A	
orf19.4882	C1_10120C_A	
orf19.4883	C1_10140C_A	
orf19.4886	C1_10170W_A	
orf19.4888	C1_10190W_A	
orf19.4889	C1_10200C_A	
orf19.4893	C1_10230C_A	
orf19.4894	C1_10240C_A	
orf19.4895	C1_10250C_A	
orf19.4898	C1_10280C_A	
orf19.4901	C1_10310W_A	
orf19.4903	C1_10320W_A	
orf19.4904	C1_10330C_A	
orf19.4905	C1_10340W_A	
orf19.4906	C1_10350C_A	
orf19.4907	C1_10360C_A	
orf19.4908	C1_10370W_A	
orf19.4911	C1_10410W_A	
orf19.4912	C1_10420C_A	
orf19.4913	C1_12830C_A	
orf19.4914	C1_12840W_A	
orf19.4916	C1_12860C_A	
orf19.4917	C1_12870C_A	
orf19.4918	C1_12880C_A	
orf19.4919	C1_12890W_A	
orf19.4921	C1_12900W_A	
orf19.4921.1	C1_12910W_A	
orf19.4922	C1_12920C_A	
orf19.4923	C1_12930C_A	
orf19.4923.1	C1_12940C_A	
orf19.4924	C1_12950W_A	
orf19.4929	C1_13010W_A	
orf19.4931	C1_13030C_A	
orf19.4932	C1_13060C_A	
orf19.4936	C1_13090W_A	
orf19.4936.1	C1_13100W_A	
orf19.494	CR_04110W_A	
orf19.4940	C1_13130C_A	
orf19.4942	C1_13150W_A	
orf19.4946	C1_13180W_A	
orf19.4947	C1_13190W_A	
orf19.4949	C1_13210C_A	
orf19.4951	C1_13240W_A	
orf19.4952	C1_13250W_A	
orf19.4952.1	C1_13260W_A	
orf19.4953	C1_13270W_A	
orf19.4954	C1_13280C_A	
orf19.4955	C1_13290W_A	
orf19.4959	C1_13320C_A	
orf19.496	CR_04120C_A	
orf19.4960	C1_13330C_A	
orf19.4963	C1_13370W_A	
orf19.4964	C1_13380W_A	
orf19.4965	C1_13390W_A	
orf19.4970	C1_13430C_A	
orf19.4976	C1_13460W_A	
orf19.498	CR_04140W_A	
orf19.4981	C1_13490C_A	
orf19.4984	C1_13530W_A	
orf19.4988	C1_13560W_A	
orf19.499	CR_04150W_A	
orf19.4995	C1_13590W_A	
orf19.4996	C1_13600W_A	
orf19.50	C1_04960C_A	
orf19.500	CR_04160C_A	
orf19.5003	C1_13650C_A	
orf19.5006.1	C1_13690C_A	
orf19.5009	C1_13720W_A	
orf19.501	CR_04170W_A	
orf19.5012	C1_13750C_A	
orf19.5014	C1_13770C_A	
orf19.5016	C1_13790C_A	
orf19.5019	C1_13810W_A	
orf19.5020	C1_13820C_A	
orf19.5022	C1_13840W_A	
orf19.5026	C1_13880C_A	
orf19.5033	C1_13950C_A	
orf19.5038	C4_03830W_A	
orf19.504	CR_04180C_A	
orf19.5040	C4_03850W_A	
orf19.5041	C4_03860C_A	
orf19.5042	C4_03870C_A	
orf19.5043	C4_03880W_A	
orf19.5049	C1_07790C_A	
orf19.5051	C1_07810C_A	
orf19.5052	C1_07820W_A	
orf19.5053	C1_07830C_A	
orf19.5054	C1_07840W_A	
orf19.5056	C1_07850C_A	
orf19.5057	C1_07860W_A	
orf19.5064.1	C1_07920W_A	
orf19.5066	C1_07950C_A	
orf19.5067	C1_07960W_A	
orf19.5069	C1_07980C_A	
orf19.5070	C1_07990C_A	
orf19.5076.1	C1_08040W_A	
orf19.5077	C1_08050W_A	
orf19.5079.1	C1_08080C_A	
orf19.5085	C1_08110W_A	
orf19.5090	C1_08140W_A	
orf19.5092	C1_08150C_A	
orf19.5093	C1_08160W_A	
orf19.5095	C1_08180C_A	
orf19.51	C1_04970W_A	
orf19.510	CR_04220C_A	
orf19.5103	C1_08240C_A	
orf19.511	CR_04230W_A	
orf19.5114	C1_08340C_A	
orf19.5114.1	C1_08350C_A	
orf19.512	CR_04240C_A	
orf19.5125	C7_03280C_A	
orf19.5126	C7_03270W_A	
orf19.5129	C7_03260C_A	
orf19.5131	C7_03240W_A	
orf19.5132	C7_03230C_A	
orf19.5134	C7_03210W_A	
orf19.5136	C7_03200C_A	
orf19.5137	C7_03190C_A	
orf19.5139	C7_03160W_A	
orf19.5140	C7_03150W_A	
orf19.5141	C7_03140W_A	
orf19.515	CR_04270C_A	
orf19.5156	C7_03050W_A	
orf19.5157	C7_03040W_A	
orf19.5158	C7_03030W_A	
orf19.516	CR_04280C_A	
orf19.5160	C7_03010W_A	
orf19.5161	C7_03000C_A	
orf19.5165	C7_02960C_A	
orf19.5168	C7_02930C_A	
orf19.5169	C7_02920W_A	
orf19.5175	C7_02860C_A	
orf19.5177	C7_02850W_A	
orf19.518	CR_04300W_A	
orf19.5184	C7_02780W_A	
orf19.519	CR_04310C_A	
orf19.5190	C7_02760W_A	
orf19.5194.1	C1_04430C_A	
orf19.52	C1_04980C_A	
orf19.520	CR_04330W_A	
orf19.5201	C1_04370C_A	
orf19.5201.1	C1_04360C_A	
orf19.5203	C1_04350C_A	
orf19.5204	C2_05810W_A	
orf19.5205	C2_05820W_A	
orf19.5206	C2_05830C_A	
orf19.5207	C2_05840W_A	
orf19.5209	C2_05850C_A	
orf19.5210	C2_05860C_A	
orf19.5210.1	C2_05870W_A	
orf19.5212	C2_05900W_A	
orf19.5213	C2_05910W_A	
orf19.5216	C2_05960C_A	
orf19.5220	C1_12440W_A	
orf19.5221	C1_12430W_A	
orf19.5223	C1_12420C_A	
orf19.5225	C1_12400C_A	
orf19.5227	C1_12370W_A	
orf19.5229	C1_12350W_A	
orf19.5231	C1_12330W_A	
orf19.5233	C1_12300W_A	
orf19.5235	C1_12280C_A	
orf19.5238	C1_12250C_A	
orf19.5239	C1_12240C_A	
orf19.524	CR_04350C_A	
orf19.5246	C1_12180C_A	
orf19.5247	C1_12170C_A	
orf19.5249	C1_12150C_A	
orf19.5250	C1_12140W_A	
orf19.5253	C1_12120W_A	
orf19.5254	C1_12110C_A	
orf19.5256	C1_12090C_A	
orf19.5258	C1_12070C_A	
orf19.5259	C1_12060C_A	
orf19.5262	C1_12040W_A	
orf19.5264	C1_12020W_A	
orf19.5266	C1_12000C_A	
orf19.5267	C1_11990W_A	
orf19.5269	C1_11970C_A	
orf19.5269.1	C1_11960C_A	
orf19.527	CR_04370W_A	
orf19.5270	C1_11950W_A	
orf19.5271	C1_11940C_A	
orf19.5274	C1_11930W_A	
orf19.5275	C1_11920W_A	
orf19.5276	C1_11910W_A	
orf19.5277	C1_11900C_A	
orf19.5278	C1_11890W_A	
orf19.5279	C1_11880W_A	
orf19.5281	C1_11860W_A	
orf19.5282	C1_11850W_A	
orf19.5284	CR_05420W_A	
orf19.5287	CR_05360C_A	
orf19.5288.1	CR_05330W_A	
orf19.5289	CR_05320C_A	
orf19.529	CR_04390C_A	
orf19.529.1	CR_04400W_A	
orf19.5290	C4_04200C_A	
orf19.5291	C4_04180C_A	
orf19.5293	C4_04160W_A	
orf19.5295	C4_04140W_A	
orf19.5296	C4_04130W_A	
orf19.5297	C4_04120C_A	
orf19.5299.1	C4_04110W_A	
orf19.53	C1_04990C_A	
orf19.530	CR_04410W_A	
orf19.5300	C4_04090C_A	
orf19.5304	C4_04060W_A	
orf19.5306	C4_04040W_A	
orf19.5308	C4_04020C_A	
orf19.5311	C4_04010W_A	
orf19.5321	C2_10460C_A	
orf19.5322	C2_10470C_A	
orf19.5326	C2_10540W_A	
orf19.533	CR_04430W_A	
orf19.5339	C2_10600W_A	
orf19.5342	C2_10630W_A	
orf19.5342.2	C2_10650W_A	
orf19.5345	C2_10670W_A	
orf19.5346	C2_10680W_A	
orf19.5350	C2_10700C_A	
orf19.5352	C2_10720C_A	
orf19.5353	C2_10730W_A	
orf19.5356	C2_10740C_A	
orf19.5358	C2_10760C_A	
orf19.536	CR_04450C_A	
orf19.5363	C2_10790C_A	
orf19.5364	C2_10810W_A	
orf19.5365	C2_10820C_A	
orf19.5365.1	C2_10830W_A	
orf19.5368	C2_10850C_A	
orf19.5369	C2_10860C_A	
orf19.537	CR_04460C_A	
orf19.5370	C2_10870W_A	
